valor_1,contratacao_1,valor_2,contratacao_2,match_palavras
ULTRA SOM SERV MED LTDA - HAP DAS GRACAS,rede propria,ENDOGASTRO MED SERVICE LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAP DAS GRACAS,rede propria,MED SEVEN SAUDE LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAP DAS GRACAS,rede propria,FISIO NOSSA SENHORA DAS GRACAS,rede credenciada,das gracas
ULTRA SOM SERV MED LTDA - HAP DAS GRACAS,rede propria,DIVA CLIN SERV MED,rede credenciada,serv med
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,MED SERV RP SERVICOS MEDICOS SS,rede credenciada,serv med
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,CEMEDI CENTRO MED DE DIAG POR IMAGEM LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,ULTRA RAD SERVICOS RADIOLOGICOS LTDA,rede credenciada,ultra ltda
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,CORPUS SERV PROF FISIO SS LTDA GUARIBA,rede credenciada,serv ltda
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,SERVICOS MED E ASSIS DE BARRINHA LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,FEDATTO STEFANELI MED ASSOCIADOS LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,DAVITA BRASIL PARTIC E SERV DE NEFROLOG LTDA,rede credenciada,serv ltda
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,UNISAUDE CLIN MED SERV DE DIAG,rede credenciada,serv med
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,SERMIG SERV RADIOLOGIA E ULTRA,rede credenciada,ultra serv
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,GYNESCOPE SERV MED,rede credenciada,serv med
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,DAVITA BRASIL PARTICIP E SERV DE NEFRO LTDA,rede credenciada,serv ltda
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,CLIMPAS CL MED DIAG PAT CIT SERT SS LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,CENTRAL FISIO MED LTDA ME,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,ULTRA SONOGRAFIA BARONESA LTDA,rede credenciada,ultra ltda
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,PROGRAMADO DESCREDENCIAMENTO CNPJ BAIXADO NA RECEITA DAVITA SERVICOS DE NEFROLOGIA RECIFE LTDA,rede credenciada,ltda recife
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,SER MED SERVICOS MEDICOS E DIAGNOSTICOS LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,ORAL MED ODONTOLOGIA E SAUDE LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,DENTAL MED CLINICA INTEGRADA LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,ODONTO MED CLIN LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,ULTRA SOM,rede credenciada,ultra som
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,SALGADO & CASTELO BRANCO SERV. ODONT. LTDA,rede credenciada,serv ltda
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,MED RAD DIAGNOSTICO POR IMAGEM LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,A R SERV MED,rede credenciada,serv med
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,NATURAMED SERV MED,rede credenciada,serv med
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,ALLDIGEST SERV MED,rede credenciada,serv med
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,COSTA E XIMENEZ PRESTADOR DE SERV ODONTO LTDA,rede credenciada,serv ltda
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,MED MEDICINA DIAGNOSTICA LTDA EPP,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,MED STJ MEDICINA DO TRABALHO LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,SERMIG SERV RADIOLOGIA E ULTRA SONOGRAFIA DE,rede credenciada,ultra serv
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,INSTITUTO DE ULTRA SONOGRAFIA LTDA,rede credenciada,ultra ltda
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,HUMANITY CENTRO MED DO VALE DO SAPUCAI LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,LABORATORIO ULTRA SOM MAMOGRAFIA E EXAMES LTD,rede credenciada,ultra som
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,LIONELA TRIGO DE ROMERO ASSISTENCIA MED LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,NISHICOR SERV MED,rede credenciada,serv med
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,MED ESSENCIAL LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,LABORATORIO LABIN MED LTDA ME,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,PROLL MED LABOR DE ANALISES CLI LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,K&A PREST SERV LTDA,rede credenciada,serv ltda
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,ULTRA SOM SERVICOS MEDICOS S.A,rede credenciada,ultra som
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,CLINICA MED LIFE LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,CENTRAL FISIO MED LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,HOSPITAL E MATERNIDADE MED CENTER LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,HOSP DAY MAIS VIDA SERV SAUDE SEG TRAB LTDA,rede credenciada,serv ltda
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,ODONTORRISO PRESTACAO DE SERV ODONTOL LTDA ME,rede credenciada,serv ltda
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,DAVITA BRASIL PARTICIPACOES E SERV DE N LTDA,rede credenciada,serv ltda
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,MED LAR SERVICOS MEDICOS E ENFERMAGEM LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,CLIN MED E ODONTOL MC LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,DENTE FELIZ SERV ODONTO LTDA ME,rede credenciada,serv ltda
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,CENTRO DE ESPECIALIDADES MED DE NAVIRAI LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,ODONTOMED CLIN MED E ODONTOL LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,MED CENTER ANALISES CLINICAS LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,DAVITA BRASIL PARTICIPACOES SERV DE NEF LTDA,rede credenciada,serv ltda
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,DAVITA SERV NEFROLOGIA TAQUARAL LTDA,rede credenciada,serv ltda
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,ENDO SERV SERVICOS MEDICOS LTDA,rede credenciada,serv ltda
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,ERGO MED S.S LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,MED MAIS SERVICOS MEDICOS LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,MED POINT SERVICOS MEDICOS LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,PREST MED SERVICOS MEDICOS LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,REDE CLINICA MED LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,SAN MED PSICOLOGIA LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,UCD ULTRA SONOGRAFIA CENTRO DIAGNOSTICO LTDA,rede credenciada,ultra ltda
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,MATERNAL BABY CARE ASSIST MED LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,"G SAUDE, SERVICOS MED E CONSULTORIA LTDA.",rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,SEMEODONTO S MED ODONTO LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,PSI MED CLINIC LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,SERPCRAZ SERV DE PSIC E CLIN DE ESPEC LTDA,rede credenciada,serv ltda
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,CENTER MED CLINICA MEDICA LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,SOM E LAB LTDA,rede credenciada,som ltda
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,LK SERV DE SAUDE LTDA,rede credenciada,serv ltda
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,PLATTA LAB ANALISES CLINICAS MED ODONTO LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,ULTRA SOM VILA RICA DIAGNOSTICO POR IMAGEM LT,rede credenciada,ultra som
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,POLICLINICA SAO CAETANO CONSUL MED ESPEC LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,URO SERV SERVICOS UROLOGICOS S S LTDA,rede credenciada,serv ltda
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,ENERGIA SAUDE NATURAL PROD SERV TERAPEUT LTDA,rede credenciada,serv ltda
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,ENDOSCLINICA ALDEOTA SOCIED MED EMP S/S LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,LS MEDIC SAO PAULO ASSIST MED E CONSULT LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,G L R MED LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,GLOBAL MED CLINICA MEDICA LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,FACE DIAGNOSTICOS E SERV MED,rede credenciada,serv med
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,CANP MED CENTRO AVALIACAO NEURO PSIC MED LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,ENDOGASTRO MED SERVICE LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,MED SEVEN SAUDE LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,DIVA CLIN SERV MED,rede credenciada,serv med
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,MED SERV RP SERVICOS MEDICOS SS,rede credenciada,serv med
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,CEMEDI CENTRO MED DE DIAG POR IMAGEM LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,ULTRA RAD SERVICOS RADIOLOGICOS LTDA,rede credenciada,ultra ltda
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,CORPUS SERV PROF FISIO SS LTDA GUARIBA,rede credenciada,serv ltda
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,SERVICOS MED E ASSIS DE BARRINHA LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,FEDATTO STEFANELI MED ASSOCIADOS LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,DAVITA BRASIL PARTIC E SERV DE NEFROLOG LTDA,rede credenciada,serv ltda
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,UNISAUDE CLIN MED SERV DE DIAG,rede credenciada,serv med
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,SERMIG SERV RADIOLOGIA E ULTRA,rede credenciada,ultra serv
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,GYNESCOPE SERV MED,rede credenciada,serv med
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,DAVITA BRASIL PARTICIP E SERV DE NEFRO LTDA,rede credenciada,serv ltda
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,CLIMPAS CL MED DIAG PAT CIT SERT SS LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,CENTRAL FISIO MED LTDA ME,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,ULTRA SONOGRAFIA BARONESA LTDA,rede credenciada,ultra ltda
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,SER MED SERVICOS MEDICOS E DIAGNOSTICOS LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,ORAL MED ODONTOLOGIA E SAUDE LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,DENTAL MED CLINICA INTEGRADA LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,ODONTO MED CLIN LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,ULTRA SOM,rede credenciada,ultra som
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,SALGADO & CASTELO BRANCO SERV. ODONT. LTDA,rede credenciada,serv ltda
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,MED RAD DIAGNOSTICO POR IMAGEM LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,A R SERV MED,rede credenciada,serv med
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,NATURAMED SERV MED,rede credenciada,serv med
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,ALLDIGEST SERV MED,rede credenciada,serv med
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,COSTA E XIMENEZ PRESTADOR DE SERV ODONTO LTDA,rede credenciada,serv ltda
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,RAD HAP RADIOLOGIA LTDA,rede credenciada,ltda hap
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,MED MEDICINA DIAGNOSTICA LTDA EPP,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,MED STJ MEDICINA DO TRABALHO LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,SERMIG SERV RADIOLOGIA E ULTRA SONOGRAFIA DE,rede credenciada,ultra serv
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,INSTITUTO DE ULTRA SONOGRAFIA LTDA,rede credenciada,ultra ltda
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,HUMANITY CENTRO MED DO VALE DO SAPUCAI LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,LABORATORIO ULTRA SOM MAMOGRAFIA E EXAMES LTD,rede credenciada,ultra som
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,LIONELA TRIGO DE ROMERO ASSISTENCIA MED LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,NISHICOR SERV MED,rede credenciada,serv med
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,MED ESSENCIAL LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,LABORATORIO LABIN MED LTDA ME,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,PROLL MED LABOR DE ANALISES CLI LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,K&A PREST SERV LTDA,rede credenciada,serv ltda
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,ULTRA SOM SERVICOS MEDICOS S.A,rede credenciada,ultra som
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,CLINICA MED LIFE LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,CENTRAL FISIO MED LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,HOSPITAL E MATERNIDADE MED CENTER LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,HOSP DAY MAIS VIDA SERV SAUDE SEG TRAB LTDA,rede credenciada,serv ltda
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,ODONTORRISO PRESTACAO DE SERV ODONTOL LTDA ME,rede credenciada,serv ltda
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,DAVITA BRASIL PARTICIPACOES E SERV DE N LTDA,rede credenciada,serv ltda
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,MED LAR SERVICOS MEDICOS E ENFERMAGEM LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,CLIN MED E ODONTOL MC LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,DENTE FELIZ SERV ODONTO LTDA ME,rede credenciada,serv ltda
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,CENTRO DE ESPECIALIDADES MED DE NAVIRAI LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,ODONTOMED CLIN MED E ODONTOL LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,MED CENTER ANALISES CLINICAS LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,DAVITA BRASIL PARTICIPACOES SERV DE NEF LTDA,rede credenciada,serv ltda
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,DAVITA SERV NEFROLOGIA TAQUARAL LTDA,rede credenciada,serv ltda
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,ENDO SERV SERVICOS MEDICOS LTDA,rede credenciada,serv ltda
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,ERGO MED S.S LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,MED MAIS SERVICOS MEDICOS LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,MED POINT SERVICOS MEDICOS LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,PREST MED SERVICOS MEDICOS LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,REDE CLINICA MED LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,SAN MED PSICOLOGIA LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,UCD ULTRA SONOGRAFIA CENTRO DIAGNOSTICO LTDA,rede credenciada,ultra ltda
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,MATERNAL BABY CARE ASSIST MED LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,"G SAUDE, SERVICOS MED E CONSULTORIA LTDA.",rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,SEMEODONTO S MED ODONTO LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,PSI MED CLINIC LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,SERPCRAZ SERV DE PSIC E CLIN DE ESPEC LTDA,rede credenciada,serv ltda
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,CENTER MED CLINICA MEDICA LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,SOM E LAB LTDA,rede credenciada,som ltda
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,LK SERV DE SAUDE LTDA,rede credenciada,serv ltda
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,PLATTA LAB ANALISES CLINICAS MED ODONTO LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,ULTRA SOM VILA RICA DIAGNOSTICO POR IMAGEM LT,rede credenciada,ultra som
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,POLICLINICA SAO CAETANO CONSUL MED ESPEC LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,URO SERV SERVICOS UROLOGICOS S S LTDA,rede credenciada,serv ltda
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,ENERGIA SAUDE NATURAL PROD SERV TERAPEUT LTDA,rede credenciada,serv ltda
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,ENDOSCLINICA ALDEOTA SOCIED MED EMP S/S LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,LS MEDIC SAO PAULO ASSIST MED E CONSULT LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,G L R MED LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,GLOBAL MED CLINICA MEDICA LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,FACE DIAGNOSTICOS E SERV MED,rede credenciada,serv med
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,CANP MED CENTRO AVALIACAO NEURO PSIC MED LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,ENDOGASTRO MED SERVICE LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,MED SEVEN SAUDE LTDA,rede credenciada,med ltda
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,DIVA CLIN SERV MED,rede credenciada,serv med
NUCLEO NASCER BEM - HAPCLINICA MONTESE,rede propria,NUCLEO INTEGRADO SAUDE E BEM ESTAR LTDA,rede credenciada,nucleo bem
NUCLEO NASCER BEM - HAPCLINICA MONTESE,rede propria,NUCLEO GESTAR BEM BRIGIDA,rede credenciada,nucleo bem
ULTRA SOM SERV MED LTDA CLINICA AMERICA,rede propria,CLIMESA CLINICA MED,rede credenciada,med clinica
ULTRA SOM SERV MED LTDA CLINICA AMERICA,rede propria,ORTHOMAX CLINICA ODONTOLOGICA LTDA,rede credenciada,ltda clinica
ULTRA SOM SERV MED LTDA CLINICA AMERICA,rede propria,CLINICA ODONTOLOGICA ASFOR ROCHA LTDA,rede credenciada,ltda clinica
ULTRA SOM SERV MED LTDA CLINICA AMERICA,rede propria,CLINICA SOM DIAGNOSTICOS,rede credenciada,som clinica
ULTRA SOM SERV MED LTDA CLINICA AMERICA,rede propria,HUNNO CLINICA MEDICA E ODONTOLOGICA LTDA ME,rede credenciada,ltda clinica
ULTRA SOM SERV MED LTDA CLINICA AMERICA,rede propria,CLINICA DENTAL SAUDE LTDA,rede credenciada,ltda clinica
ULTRA SOM SERV MED LTDA CLINICA AMERICA,rede propria,CLINICA ODONTOLOGICA POUPA ODONTO LTDA,rede credenciada,ltda clinica
ULTRA SOM SERV MED LTDA CLINICA AMERICA,rede propria,CLINICA ODONTOLOGICA PRO ODONTO LTDA,rede credenciada,ltda clinica
ULTRA SOM SERV MED LTDA CLINICA AMERICA,rede propria,CLINICA DO SORRISO LTDA ME,rede credenciada,ltda clinica
ULTRA SOM SERV MED LTDA CLINICA AMERICA,rede propria,ABRE SORRISO CLINICA ODONTOLOGICA LTDA,rede credenciada,ltda clinica
ULTRA SOM SERV MED LTDA CLINICA AMERICA,rede propria,CLINICA ODONTOLOGICA PARA SEMPRE SORRIR LTDA,rede credenciada,ltda clinica
ULTRA SOM SERV MED LTDA CLINICA AMERICA,rede propria,CENTRAL DO SORRISO CLINICA ODONTOLOGICA LTDA,rede credenciada,ltda clinica
ULTRA SOM SERV MED LTDA CLINICA AMERICA,rede propria,CLINICA ODONTOLOGICA SAO RAFAEL LTDA,rede credenciada,ltda clinica
ULTRA SOM SERV MED LTDA CLINICA AMERICA,rede propria,CLINICA TIROL S/S LTDA,rede credenciada,ltda clinica
ULTRA SOM SERV MED LTDA CLINICA AMERICA,rede propria,VANITY CLINICA ODONTOLOGIA LTDA,rede credenciada,ltda clinica
ULTRA SOM SERV MED LTDA CLINICA AMERICA,rede propria,CLIODEM - CLINICA ODONTOLOGICA E MEDICA LTDA,rede credenciada,ltda clinica
ULTRA SOM SERV MED LTDA CLINICA AMERICA,rede propria,CLINICA BAYMA LTDA,rede credenciada,ltda clinica
ULTRA SOM SERV MED LTDA CLINICA AMERICA,rede propria,CLINICA OROFACIAL DR. BRUNO CASTELLUCCIO LTDA,rede credenciada,ltda clinica
ULTRA SOM SERV MED LTDA CLINICA AMERICA,rede propria,JM CLINICA ODONTOLOGICA LTDA,rede credenciada,ltda clinica
ULTRA SOM SERV MED LTDA CLINICA AMERICA,rede propria,CLINICA ODONTOLOGICA ODONTO PERFIL LTDA,rede credenciada,ltda clinica
ULTRA SOM SERV MED LTDA CLINICA AMERICA,rede propria,CLIDENT CLINICA ODONTOLOGICA LTDA,rede credenciada,ltda clinica
ULTRA SOM SERV MED LTDA CLINICA AMERICA,rede propria,CLINICA ODONTOLOGICA DRA CARLA LOURA LTDA,rede credenciada,ltda clinica
ULTRA SOM SERV MED LTDA CLINICA AMERICA,rede propria,CLINICA ODONTOLOGICA LUCAS MAIA LTDA,rede credenciada,ltda clinica
ULTRA SOM SERV MED LTDA CLINICA AMERICA,rede propria,ODONTO LAURO CLINICA DE ODONTOLOGIA LTDA,rede credenciada,ltda clinica
ULTRA SOM SERV MED LTDA CLINICA AMERICA,rede propria,ODONTO VIDA CLINICA ODONTOLOGICA LTDA,rede credenciada,ltda clinica
ULTRA SOM SERV MED LTDA CLINICA AMERICA,rede propria,CLINICA SANDRO ANDRADE E CIA LTDA,rede credenciada,ltda clinica
