valor_1,contratacao_1,valor_2,contratacao_2,match_palavras,qtd_palavras_em_comum
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,CLINICA DE FISIOTERAPIA FISIOVIDA SAUDE LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,CLINICA DE FISIOTERAPIA LAGOSFISIO LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,CLINICA DE FISIOTERAPIA MARIA INEZ S S LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,CLINICA DE FISIOTERAPIA OSTEOFISIO LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,CLINICA DE FISIOTERAPIA OSTROCK LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,CLINICA DE FISIOTERAPIA REINVENCAO LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,CLINICA DE FISIOTERAPIA RENASCER LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,CLINICA DE FONOAUDIOLOGIA REORG LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,CLINICA DE FOTOTERAPIA ABC LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,CLINICA DE FRATURAS SAO CAETANO LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,CLINICA DE HEMOTERAPIA LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,CLINICA DE OLHOS FLUMINENSE S S LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,CLINICA DE ORTOPEDIA E FRATURAS ALPHA LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,CLINICA DE PSICOLOGIA DNLL LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,CLINICA DE PSICOLOGIA EX SISTENCIA LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,CLINICA DE PSICOLOGIA GABRIELA GRACIA LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,CLINICA DE PSICOLOGIA INDIVIDUAR LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,CLINICA DE PSICOLOGIA JESSICA MACEDO LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,CLINICA DE PSICOLOGIA MORADA DO SER LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,CLINICA DE PSICOLOGIA ODESSA LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,CLINICA DE PSICOLOGIA REVIVER LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,CLINICA DE REABILITACAO E FISIOTERAPIA FISIO VITAE LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,CLINICA DE SAUDE MULTIDISCIPLINAR PEROLI LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,CLINICA DE TERAPIA ESPECIALIZADA VIVERE LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,CLINICA FLOR DE LOTUS LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,CLINICA H2A DE FISIOTERAPIA E ORTOPEDIA LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,CLINICA HARMONIA SERVICOS DE PSICOLOGIA LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,CLINICA INTROJECCAO DE PSICOTERAPIA LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,CLINICA LUIZ PIRES DE MELLO LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,CLINICA MANOEL DE SOUZA LIMA LTDA-ME,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,CLINICA MATER DEI DE RIO DAS OSTRAS LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,CLINICA MEDICA E NUTRICIONAL DE VINHEDO LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,CLINICA MEDICA XV DE NOVEMBRO S S LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,CLINICA MULTIDISCIPLIN DE R INF S FRANC LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,CLINICA PAULISTA DE FONOAUDIOLOGIA LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,CLINICA ROSAS DE TERAPIAS LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,CLINICA ROSAS DE TERAPIAS LTDA EPP,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,CLINICA ROSSI DE FISIOTERAPIA E SERVICOS LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,CLISAM CLINICA DE PSICOLOGIA LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,CNH CENTRO DE NEFROLOGIA E HIPERTENSAO LTDA.,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,CONSULTORIO DE PSICOLOGIA GABRIELA PRADO LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,CONSULTORIO DE PSICOLOGIA RAC LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,CONTEMPSICO SERVICOS DE PSICOLOGIA LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,CPA CENTRO DE PSICOLOGIA APLICADA LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,CPO CLINICA DE PSICOLOGIA OLIVEIRA LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,CRE CENTRO DE REABILITACAO ESPECIALIZADA LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,CREFISIO POLICLINICA DE SAUDE LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,CTA CENTRO DE APOIO DIAGNOSTICO LTDA.,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,CUIDARE CENTRO DE SAUDE LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,CULTIVAR CLINICA DE PSICOLOGIA LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,DANIELA CAMPOS CENTRO DE REABILITACAO LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,DAVITA TRANSRIM SERVICOS DE NEFROLOGIA LTDA.,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,DAY HOSPITAL DE ERMELINO MATARAZZO LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,DE GRAO EM GRAO CLINICA MULTIDISCIPLINAR LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,DIAGMED CENTRO INTEGRADO DE DIAGNOSE LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,DRA. MIRIAM ROSINI CLINICA DE PSICOLOGIA LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,E. L. CHAGAS SERVICOS DE FISIOTERAPIA LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,ELGRA CLINICA DE FISIOTERAPIA E ACUPUNTURA S S LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,ESPACO VITTA DE PSICOLOGIA LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,ESSENCIA CENTRO DE ESTUDOS TERAPEUTICOS LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,F. LORENZO POLICLINICA DE FISIOTERAPIA LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,FISIO SBC CLINICA DE FISIOTERAPIA LTDA.,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,FISIO TWM SERVICOS DE FISIOTERAPIA LTDA.,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,FISIOCLINICA SERVICOS DE FISIOTERAPIA LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,FISIOKIM CLINICA DE FISIOTERAPIA LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,FISIOMAR CLINICA DE FISIOTERAPIA LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,FISIOPETI CLINICA DE REABILITACAO LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,FISIOPLAN CLINICA DE FISIOTERAPIA LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,FISIOREMANSO CLINICA DE SAUDE LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,FISIOTRAT CLINICA DE FISIOTERAPIA LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,FORMENTINI SERVICOS DE FISIOTERAPIA LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,GADRI CLINICA DE ESPECIALIDADES MEDICAS LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,GRUPO REUNIDO DE MARICA FISIOTERAPIA LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,GTO GRUPO DE TRAUMATOLOGIA E ORTOPEDIA LTDA.,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,HOSPITAL DE CLINICAS DE JACAREPAGUA LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,HOSPITAL DE CLINICAS RIO MAR BARRA LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,HOSPITAL DE IRAJA QUATRO AMIGOS LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,HOSPITAL ISRAELITA ST. JAMES DE JARINU LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,HOSPITAL SAO LUCAS DE SANTOS LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,HOSPITALIS NUCLEO HOSPITALAR DE BARUERI LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,IDS INSTITUTO DE DIAGNOSTICO SOROCABA LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,IDS INSTITUTO DE DIAGNOSTICO SOROCABA LTDA.,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,IMOT INST MOGIANO DE ORT E TRAUMATOL S C LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,IMPACTO FISIO INSTITUTO DE REABILITACAO LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,INSTITUTO CIRURGICO GABRIEL DE LUCENA LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,INSTITUTO DE HEMODIALISE SOROCABA LTDA.,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,INSTITUTO DE PSICOLOGIA ROCHA LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,INSTITUTO PAULISTA DE ANALISES CLINICAS LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,INSTITUTO VIDA DE FISIOTERAPIA S C LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,ITC INSTITUTO TERAPEUTICO DE CURITIBA LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,JG CENTRO DE FOTOTERAPIA LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,LAB DELIBERATO DE ANAL CLIN S C LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,LABORATORIO DE ANALISES CLINICAS FOIZER LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,LABORATORIO DE ANALISES CLINICAS GONZAGA LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,LABORATORIO DE ANALISES CLINICAS SANITAS LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,LABORATORIO DE ANALISES MEDICAS LABORMED LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,LABORATORIO DE PATOLOGIA DR. MENEZES LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,LABORATORIO SABIN DE ANALISES CLINICAS LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,LAPENDA DE CASTRO ODONTOLOGIA LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,LOTUS CLINICA DE PSICOLOGIA LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,LOTUS PSICOLOGIA DE ITATIBA LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,LUGAR DE SABER LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,MA. LABORATORIO DE ANALISES CLINICAS LTDA.,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,MATRIZ SERVICOS DE FISIOTERAPIA LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,MEDICAL LABORATORIO DE ANALISES CLINICAS LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,MEFISA CLINICA DE ESPECIALIDADE LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,MONISE GUSMAO SEIXAS DE OLIVEIRA LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,MULTIPSICO CLINICA DE PSICOLOGIA LTDA.,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,MVS ASSESSORIA E PRESTACAO DE SERVICOS LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,NANACLIN NUCLEO DE PSICOLOGIA E SAUDE LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,NUCLEO DE ANALISE COMPORTAMENTAL LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,OPTIMAL CLINICA DE FONOAUDIOLOGIA LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,ORTOFISIO CLINICA DE FISIOTERAPIA LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,P. VILLELA VILLELA SERVICOS DE SAUDE LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,PEQUENOS PASSOS CLINICA DE PSICOLOGIA LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,PILARES NUCLEO DE DESENVOLVIMENTO HUMANO LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,PSICOCLIN CLINICA DE PSICOLOGIA GRS LTDA.,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,PSICOVIDA CLINICA DE PSICOLOGIA LTDA.,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,PSICOVITALITY CONSULTORIO DE PSICOLOGIA LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,QUAGLIA LABORATORIO DE ANALISES CLINICAS LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,RAMOS CLINICA DE PSICOLOGIA LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,REHAVITA CENTRO DE REABILITACAO FISICA LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,RESPECTA CENTRO DE SADE LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,RIO DE JANEIRO MEDICINA LABORATORIAL LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,S S SERVICOS DE FISIOTERAPIA LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,S.P. FISIS CLINICA DE FISIOTERAPIA LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,SANTE THERAPY ESPACO DE DESENVOLVIMENTO LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,SEED CLINICA DE ESPECIALIDADES LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,SEGUIRE NUCLEO DE TERAPIA COMPORTAMENTAL LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,SERVICO DE HEMOTERAPIA 9 DE JULHO LTDA.,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,SIG PSICANALISE CLINICA DE SAUDE MENTAL LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,SINTESE CENTRO DE REABILITACAO S C LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,SOXYL CLINICA DE FISIOTERAPIA LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,STIMULO CLINICA DE PSICOLOGIA LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,STIMULY NUCLEO DE TERAPIAS INTEGRADAS LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,T. A.DE AGUIAR TERAPIAS E MEDICINA LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,TRALLI SALLES CLINICA DE PSICOLOGIA LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,TRIADE CLINICA DE AVALIACAO PSICOLOGICA LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,UBARI ESPACO DE PSICOLOGIA E SAUDE LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,ULTRACRON CENTRO DE DIAGNOSTICO LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,UNASCO UNIDADE DE NEFROLOGIA DE OSASCO LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,UNIDADE INTEGRADA DE EDUCACAO FISICA LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,UNIDADE MOGIANA DE DIAGNOSTICO POR IMAGEM LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,UNIDADE PAULISTA DE REUMATOLOGIA LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,VIPFISIO SERVICOS DE FISIOTERAPIA LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,VIVAN E SOUTO CLINICA DE PSICOLOGIA LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,VOICE CLINICA DE FONOAUDIOLOGIA LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,BIOLABOR LABORATORIO DE ANALISES S C LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,POLICLINICA DE PIEDADE LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,CASA DE SAUDE PINHEIRO MACHADO LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,CIPRO CENTRO INTEG DE PREV E REABIL ORAL LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,FERNANDA NUNES DE SA LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,MTZDOC CENTRO DE DIAG ODONTOL LTDA ME,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,CLIN DE IMAGEM EM ODONTOL VOXEL BETIM LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,DUCLIN LABORATORIO DE ANALISE CLINICAS LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,ITAPEMA LABORATORIO DE ANALISES CLINICAS LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,LABORATORIO DE ANALISES CLINICAS BIOTEST LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,LUMEN CENTRO DE DIAGNOSTICOS LTDA.,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,LABORATORIO DE ANALISES CLINICAS OSWALDO CRUZ LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,MAXIMO CENTRO DE DIAGNOSTICOS LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,THIAGO FURTADO DE LIMA LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,CTN CENTRO DE TRANSFUSAO DE NOVA IGUACU LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,CENTRO DE TERAPIAS INTEGRATIVAS FENIX LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,DAVITA SERVICOS DE NEFROLOGIA ASA SUL LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,CLINICA BARAO DE IPANEMA LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,HARMONIZE SERVICOS DE PSICOLOGIA LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,INSTITUTO FENIX DE SAUDE MENTAL LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,BEM ESTAR MULTICLINICA DE SAUDE LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,INSTITUTO HOC DE HEMOTERAPIA LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,SIAPO CLINICA DE FISIOTERAPIA LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,FABUENO PSI CLINICA DE PSICOLOGIA LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,DAVITA SERVICOS DE NEFROLOGIA LAPA LTDA.,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,DAVITA SERVICOS DE NEFROLOGIA SANTANA LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,CLINICA DE PSICOLOGIA GIRASSOL LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,MERAKI CLINICA DE PSICOLOGIA E SAUDE LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,CENTRO ATIVA DE TERAPIA COMPORTAMENTAL LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,CENTRO DE HABILIDADES COMPORTAMENTAIS LTDA.,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,CENTRO DE REABILITACAO E FISIOTERAPIA LTDA,rede credenciada,ltda de,2
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,CLINICA DE ACUPUNTURA PIETROBON LTDA,rede credenciada,ltda de,2
