valor_1,contratacao_1,valor_2,contratacao_2,match_palavras,qtd_palavras_em_comum
CLINICA DE FISIOTERAPIA E REABILITACAO SAO JO,rede credenciada,CLINICA SAO LEOPOLDO ELT,rede propria,clinica sao,2
CLINICA DE FISIOTERAPIA E REABILITACAO SAO JO,rede credenciada,CLINICA SAO GERARDO,rede propria,clinica sao,2
CLINICA DE FISIOTERAPIA E REABILITACAO SAO JO,rede credenciada,CLINICA SAO LUIS,rede propria,clinica sao,2
CLINICA DE FISIOTERAPIA E REABILITACAO SAO JO,rede credenciada,CLINICA E DIAG CASA FORTE,rede propria,clinica e,2
CLINICA DE FISIOTERAPIA E REABILITACAO SAO JO,rede credenciada,CLINICA E DIAGNOSTICO BEIRA RIO,rede propria,clinica e,2
CLINICA DE FISIOTERAPIA E REABILITACAO SAO JO,rede credenciada,NOVA CLINICA E SAD ARARAS ARAR,rede propria,clinica e,2
CLINICA DE FISIOTERAPIA E REABILITACAO SAO JO,rede credenciada,CLINICA E DIAG ZONA OESTE,rede propria,clinica e,2
CLINICA DE FISIOTERAPIA E REABILITACAO SAO JO,rede credenciada,CLINICA E DIAG RIO BRANCO,rede propria,clinica e,2
CLINICA DE FISIOTERAPIA E REABILITACAO SAO JO,rede credenciada,CLINICA E DIAGNOST RIO BRANCO,rede propria,clinica e,2
CLINICA DE FISIOTERAPIA E REABILITACAO SAO JO,rede credenciada,CLINICA E DIAGNOSTICO CAMPINAS,rede propria,clinica e,2
CLINICA DE FISIOTERAPIA E REABILITACAO SAO JO,rede credenciada,CLINICA E DIAG HENRIQUE MAZZEI,rede propria,clinica e,2
CLINICA DE FISIOTERAPIA E REABILITACAO SAO JO,rede credenciada,CLINICA E DIAGNOSTICO AUTODROMO,rede propria,clinica e,2
CLINICA DE FISIOTERAPIA E REABILITACAO SAO JO,rede credenciada,PA E CLINICA URUGUAI,rede propria,clinica e,2
CLINICA DE FISIOTERAPIA E REABILITACAO SAO JO,rede credenciada,CLINICA E DIAG ZONA LESTE,rede propria,clinica e,2
CLINICA DE FISIOTERAPIA E REABILITACAO SAO JO,rede credenciada,AMB AERIS IND E COM DE EQUI GE,rede propria,de e,2
CLINICA DE FISIOTERAPIA E REABILITACAO SAO JO,rede credenciada,HOSPITAL E MATERNIDADE DE GUAR,rede propria,de e,2
CLINICA DE FISIOTERAPIA E REABILITACAO SAO JO,rede credenciada,CENTRO CLINICO E INFANTIL DE PERUIBE LTDA,rede propria,de e,2
CLINICA DE FISIOTERAPIA E REABILITACAO SAO JO,rede credenciada,CASA DE SAUDE E MATERNIDADE,rede propria,de e,2
CLINICA DE FISIOTERAPIA E REABILITACAO SAO JO,rede credenciada,CLIN E DIAG PRUDENTE DE MORAES,rede propria,de e,2
CLINICA DE FISIOTERAPIA E REABILITACAO SAO JO,rede credenciada,INCORD INSTITUTO NEUROLOGIA E DO CORACAO DE D,rede propria,de e,2
NEFES NUCLEO ESPEC. EM FISIOTERAPIA DE ESMERA,rede credenciada,CENTRO AVANCADO DE FISIOTERAPIA HIGIENOPOLIS,rede propria,fisioterapia de,2
NEFES NUCLEO ESPEC. EM FISIOTERAPIA DE ESMERA,rede credenciada,NUCLEO MF AUGUSTO DE LIMA,rede propria,nucleo de,2
NEFES NUCLEO ESPEC. EM FISIOTERAPIA DE ESMERA,rede credenciada,NUCLEO CASE BARAO DE ITAMARACA,rede propria,nucleo de,2
NEFES NUCLEO ESPEC. EM FISIOTERAPIA DE ESMERA,rede credenciada,NUCLEO CASE ADM RIO DE JANEIRO,rede propria,nucleo de,2
NEFES NUCLEO ESPEC. EM FISIOTERAPIA DE ESMERA,rede credenciada,NUCLEO CASE ADM RIO DE JANEIRO QUALIVIDA,rede propria,nucleo de,2
NEFES NUCLEO ESPEC. EM FISIOTERAPIA DE ESMERA,rede credenciada,NUCLEO CASE BARAO DE STUDART,rede propria,nucleo de,2
NEFES NUCLEO ESPEC. EM FISIOTERAPIA DE ESMERA,rede credenciada,NUCLEO DE TERAPIA ARUJA,rede propria,nucleo de,2
NEFES NUCLEO ESPEC. EM FISIOTERAPIA DE ESMERA,rede credenciada,NUCLEO DE TERAPIA AUTNOMISTAS,rede propria,nucleo de,2
NEFES NUCLEO ESPEC. EM FISIOTERAPIA DE ESMERA,rede credenciada,NUCLEO DE TERAPIA BELÉM,rede propria,nucleo de,2
NEFES NUCLEO ESPEC. EM FISIOTERAPIA DE ESMERA,rede credenciada,NUCLEO DE TERAPIA CARRÃO,rede propria,nucleo de,2
NEFES NUCLEO ESPEC. EM FISIOTERAPIA DE ESMERA,rede credenciada,NUCLEO DE TERAPIA COTIA 02,rede propria,nucleo de,2
NEFES NUCLEO ESPEC. EM FISIOTERAPIA DE ESMERA,rede credenciada,NUCLEO DE TERAPIA FERRAZ,rede propria,nucleo de,2
NEFES NUCLEO ESPEC. EM FISIOTERAPIA DE ESMERA,rede credenciada,NUCLEO DE TERAPIA GUARULHOS,rede propria,nucleo de,2
NEFES NUCLEO ESPEC. EM FISIOTERAPIA DE ESMERA,rede credenciada,NUCLEO DE TERAPIA JUNDIAI,rede propria,nucleo de,2
NEFES NUCLEO ESPEC. EM FISIOTERAPIA DE ESMERA,rede credenciada,NUCLEO DE TERAPIA MAUA,rede propria,nucleo de,2
NEFES NUCLEO ESPEC. EM FISIOTERAPIA DE ESMERA,rede credenciada,NUCLEO DE TERAPIA MOGI 1,rede propria,nucleo de,2
NEFES NUCLEO ESPEC. EM FISIOTERAPIA DE ESMERA,rede credenciada,NUCLEO DE TERAPIA MOGI 2,rede propria,nucleo de,2
NEFES NUCLEO ESPEC. EM FISIOTERAPIA DE ESMERA,rede credenciada,NUCLEO DE TERAPIA NOVA ODESSA,rede propria,nucleo de,2
NEFES NUCLEO ESPEC. EM FISIOTERAPIA DE ESMERA,rede credenciada,NUCLEO DE TERAPIA PAULO RIZZO,rede propria,nucleo de,2
NEFES NUCLEO ESPEC. EM FISIOTERAPIA DE ESMERA,rede credenciada,NUCLEO DE TERAPIA PRESTES MAIA,rede propria,nucleo de,2
NEFES NUCLEO ESPEC. EM FISIOTERAPIA DE ESMERA,rede credenciada,NUCLEO DE TERAPIA SALVALUS,rede propria,nucleo de,2
NEFES NUCLEO ESPEC. EM FISIOTERAPIA DE ESMERA,rede credenciada,NUCLEO DE TERAPIA SANTA CRUZ,rede propria,nucleo de,2
NEFES NUCLEO ESPEC. EM FISIOTERAPIA DE ESMERA,rede credenciada,NUCLEO DE TERAPIA SANTANA,rede propria,nucleo de,2
NEFES NUCLEO ESPEC. EM FISIOTERAPIA DE ESMERA,rede credenciada,NUCLEO DE TERAPIA SANTO ANDRÉ,rede propria,nucleo de,2
NEFES NUCLEO ESPEC. EM FISIOTERAPIA DE ESMERA,rede credenciada,NUCLEO DE TERAPIA SÃO CAETANO,rede propria,nucleo de,2
NEFES NUCLEO ESPEC. EM FISIOTERAPIA DE ESMERA,rede credenciada,NUCLEO DE TERAPIA SÃO VICENTE,rede propria,nucleo de,2
NEFES NUCLEO ESPEC. EM FISIOTERAPIA DE ESMERA,rede credenciada,NUCLEO DE TERAPIA SUZANO,rede propria,nucleo de,2
NEFES NUCLEO ESPEC. EM FISIOTERAPIA DE ESMERA,rede credenciada,NUCLEO DE TERAPIA ZONA OESTE,rede propria,nucleo de,2
NEFES NUCLEO ESPEC. EM FISIOTERAPIA DE ESMERA,rede credenciada,NUCLEO DE TERAPIAS NILTON LINS,rede propria,nucleo de,2
NEFES NUCLEO ESPEC. EM FISIOTERAPIA DE ESMERA,rede credenciada,NUCLEO DE TERAPIAS RIBEIRAO P,rede propria,nucleo de,2
NEFES NUCLEO ESPEC. EM FISIOTERAPIA DE ESMERA,rede credenciada,NUCLEO QUALIVIDA POCOS DE CALD,rede propria,nucleo de,2
NEFES NUCLEO ESPEC. EM FISIOTERAPIA DE ESMERA,rede credenciada,NUCLEO DE TERAPIAS AUTODROMO,rede propria,nucleo de,2
NEFES NUCLEO ESPEC. EM FISIOTERAPIA DE ESMERA,rede credenciada,NUCLEO DE TERAPIA REPUBLICA,rede propria,nucleo de,2
CLINICA DE FISIOTERAPIA LTDA,rede credenciada,CENTRO CLINICO E INFANTIL DE PERUIBE LTDA,rede propria,de ltda,2
CLINICA DE FISIOTERAPIA LTDA,rede credenciada,CENTRO AVANCADO DE FISIOTERAPIA HIGIENOPOLIS,rede propria,de fisioterapia,2
CLINICA DO DENTE LTDA,rede credenciada,CLINICA BARÃO DO SERRRO AZUL,rede propria,clinica do,2
CLINICA DO DENTE LTDA,rede credenciada,CLINIPAM CLINICA PARANAENS DE ASSIST MED LTDA,rede propria,clinica ltda,2
CLINICA DO DENTE LTDA,rede credenciada,CLINICA PRAIA DO FORTE,rede propria,clinica do,2
ALDEOTA R E ODONTOLOGIA LTDA,rede credenciada,CENTRO CLINICO E INFANTIL DE PERUIBE LTDA,rede propria,e ltda,2
NABECHIMA CLINICA ODONTOLOGICA LTDA,rede credenciada,CLINIPAM CLINICA PARANAENS DE ASSIST MED LTDA,rede propria,clinica ltda,2
LUANA K DE ASSIS REGIS ODONTOLOGIA,rede credenciada,CLINICA JOSE DE ASSIS FERREIRA,rede propria,de assis,2
CLINICA MEDICA FAUSTINO MACHADO LTDA,rede credenciada,CLINIPAM CLINICA PARANAENS DE ASSIST MED LTDA,rede propria,clinica ltda,2
CIDI CENTRO INTEGR DE IMPLANTES LTDA,rede credenciada,CLINIPAM CLINICA PARANAENS DE ASSIST MED LTDA,rede propria,de ltda,2
VS PEREIRA CARNEIRO CLINICA ODONTOLOGICA LTDA,rede credenciada,CLINIPAM CLINICA PARANAENS DE ASSIST MED LTDA,rede propria,clinica ltda,2
CLINICA RADIOLOGICA SORE LTDA,rede credenciada,CLINIPAM CLINICA PARANAENS DE ASSIST MED LTDA,rede propria,clinica ltda,2
MAUA CENTRO DE ORTODONTIA E SAUDE BUCAL LTDA,rede credenciada,CENTRO CLINICO MAUA,rede propria,maua centro,2
MAUA CENTRO DE ORTODONTIA E SAUDE BUCAL LTDA,rede credenciada,NOTRE DAME INTERMEDICA SAUDE S A (MAUA),rede propria,maua saude,2
MAUA CENTRO DE ORTODONTIA E SAUDE BUCAL LTDA,rede credenciada,NUCLEO DE TERAPIA MAUA,rede propria,maua de,2
MAUA CENTRO DE ORTODONTIA E SAUDE BUCAL LTDA,rede credenciada,CENTRO DIAGNOSTICO MAUA,rede propria,maua centro,2
MAUA CENTRO DE ORTODONTIA E SAUDE BUCAL LTDA,rede credenciada,NOTRE DAME INTERMEDICA SISTEMA DE SAUDE SA,rede propria,de saude,2
MAUA CENTRO DE ORTODONTIA E SAUDE BUCAL LTDA,rede credenciada,CLIN PSIQ E PSICO ESP SAUDE II,rede propria,e saude,2
MAUA CENTRO DE ORTODONTIA E SAUDE BUCAL LTDA,rede credenciada,AMB AERIS IND E COM DE EQUI GE,rede propria,de e,2
MAUA CENTRO DE ORTODONTIA E SAUDE BUCAL LTDA,rede credenciada,MEDPREV - CLINICA DE SEG E MEDICINA,rede propria,de e,2
MAUA CENTRO DE ORTODONTIA E SAUDE BUCAL LTDA,rede credenciada,HOSPITAL E MATERNIDADE DE GUAR,rede propria,de e,2
MAUA CENTRO DE ORTODONTIA E SAUDE BUCAL LTDA,rede credenciada,CLIN E DIAG PRUDENTE DE MORAES,rede propria,de e,2
MAUA CENTRO DE ORTODONTIA E SAUDE BUCAL LTDA,rede credenciada,INCORD INSTITUTO NEUROLOGIA E DO CORACAO DE D,rede propria,de e,2
MAUA CENTRO DE ORTODONTIA E SAUDE BUCAL LTDA,rede credenciada,CLINIPAM CLINICA PARANAENS DE ASSIST MED LTDA,rede propria,de ltda,2
S A S P PASSOS,rede credenciada,NOTRE DAME INTERMEDICA SAUDE S.A. (SAO PAULO),rede propria,s a,2
S A S P PASSOS,rede credenciada,NOTRE DAME INTERMEDICA SAUDE S A (COTIA),rede propria,s a,2
S A S P PASSOS,rede credenciada,NOTRE DAME INTERMEDICA SAUDE S A (MAUA),rede propria,s a,2
S A S P PASSOS,rede credenciada,NOTRE DAME INTERMEDICA SAUDE S.A. (ARUJA),rede propria,s a,2
S A S P PASSOS,rede credenciada,NOTRE DAME INTERMEDICA SAUDE S.A,rede propria,s a,2
S A S P PASSOS,rede credenciada,AMBULATORIO LUPO S.A,rede propria,s a,2
S A S P PASSOS,rede credenciada,AMB TBM S/A INDUSTRIA TEXTIL,rede propria,s a,2
S A S P PASSOS,rede credenciada,INSTITUTO HERMES PARDINI S/A,rede propria,s a,2
CLINICA ODONTOLOGICA A. BRUCH S/S LTDA,rede credenciada,CLINIPAM CLINICA PARANAENS DE ASSIST MED LTDA,rede propria,clinica ltda,2
C & S CLINICA ODONTOLOGICA LTDA,rede credenciada,CLINIPAM CLINICA PARANAENS DE ASSIST MED LTDA,rede propria,clinica ltda,2
ODONTO DENT S CLINICA ODONTOLOGICA LTDA,rede credenciada,CLINIPAM CLINICA PARANAENS DE ASSIST MED LTDA,rede propria,clinica ltda,2
CENTRO DE ODONTOLOGIA INTEGRADA DO ESTAC,rede credenciada,HS COR HOSPITAL DO CORACAO DE DUQUE DE CAXIAS,rede propria,de do,2
CENTRO DE ODONTOLOGIA INTEGRADA DO ESTAC,rede credenciada,HOSPITAL DO CORACAO DE LONDRIN,rede propria,de do,2
CENTRO DE ODONTOLOGIA INTEGRADA DO ESTAC,rede credenciada,INCORD INSTITUTO NEUROLOGIA E DO CORACAO DE D,rede propria,de do,2
CASA DE SAUDE E MATERNIDADE NOSSA SENHORA APA,rede credenciada,HOSPITAL E MATERNIDADE SALVALUS,rede propria,e maternidade,2
CASA DE SAUDE E MATERNIDADE NOSSA SENHORA APA,rede credenciada,HOSPITAL E MATERNIDADE GUARULHOS,rede propria,e maternidade,2
CASA DE SAUDE E MATERNIDADE NOSSA SENHORA APA,rede credenciada,HOSPITAL E MATERNIDADE GUARULH,rede propria,e maternidade,2
CASA DE SAUDE E MATERNIDADE NOSSA SENHORA APA,rede credenciada,HOSPITAL E MATERNIDADE MODELO,rede propria,e maternidade,2
CASA DE SAUDE E MATERNIDADE NOSSA SENHORA APA,rede credenciada,HOSP. E MATERNIDADE GUARULHOS,rede propria,e maternidade,2
CASA DE SAUDE E MATERNIDADE NOSSA SENHORA APA,rede credenciada,HOSP E MATERNIDADE SALVALUS,rede propria,e maternidade,2
CASA DE SAUDE E MATERNIDADE NOSSA SENHORA APA,rede credenciada,HOSPITAL E MATERNIDADE SANTA M,rede propria,e maternidade,2
CASA DE SAUDE E MATERNIDADE NOSSA SENHORA APA,rede credenciada,HOSP E MATERNIDADE STA MONICA,rede propria,e maternidade,2
CASA DE SAUDE E MATERNIDADE NOSSA SENHORA APA,rede credenciada,HOME CARE MATERNIDADE DE GUARULHOS,rede propria,de maternidade,2
CASA DE SAUDE E MATERNIDADE NOSSA SENHORA APA,rede credenciada,HOSP E MATERNIDADE GUARULHOS,rede propria,e maternidade,2
CASA DE SAUDE E MATERNIDADE NOSSA SENHORA APA,rede credenciada,HOSP E MATERNIDADE IPIRANGA,rede propria,e maternidade,2
CASA DE SAUDE E MATERNIDADE NOSSA SENHORA APA,rede credenciada,NOTRE DAME INTERMEDICA SISTEMA DE SAUDE SA,rede propria,de saude,2
CASA DE SAUDE E MATERNIDADE NOSSA SENHORA APA,rede credenciada,CLIN PSIQ E PSICO ESP SAUDE II,rede propria,saude e,2
CASA DE SAUDE E MATERNIDADE NOSSA SENHORA APA,rede credenciada,CASA SAUDE SANTA MARTHA,rede propria,casa saude,2
CASA DE SAUDE E MATERNIDADE NOSSA SENHORA APA,rede credenciada,CLINICA E DIAG CASA FORTE,rede propria,casa e,2
CASA DE SAUDE E MATERNIDADE NOSSA SENHORA APA,rede credenciada,HOSPITAL E MATER NOSSA SRA ROSARIO,rede propria,e nossa,2
CASA DE SAUDE E MATERNIDADE NOSSA SENHORA APA,rede credenciada,HOSP E MATER NOSSA SRA ROSARIO,rede propria,e nossa,2
CASA DE SAUDE E MATERNIDADE NOSSA SENHORA APA,rede credenciada,HOSPITAL NOSSA SENHORA ROSARIO,rede propria,nossa senhora,2
CASA DE SAUDE E MATERNIDADE NOSSA SENHORA APA,rede credenciada,AMB AERIS IND E COM DE EQUI GE,rede propria,de e,2
CASA DE SAUDE E MATERNIDADE NOSSA SENHORA APA,rede credenciada,MEDPREV - CLINICA DE SEG E MEDICINA,rede propria,de e,2
CASA DE SAUDE E MATERNIDADE NOSSA SENHORA APA,rede credenciada,CENTRO CLINICO E INFANTIL DE PERUIBE LTDA,rede propria,de e,2
CASA DE SAUDE E MATERNIDADE NOSSA SENHORA APA,rede credenciada,CLIN E DIAG PRUDENTE DE MORAES,rede propria,de e,2
CASA DE SAUDE E MATERNIDADE NOSSA SENHORA APA,rede credenciada,INCORD INSTITUTO NEUROLOGIA E DO CORACAO DE D,rede propria,de e,2
PRONTO ATENDIMENTO CIDADE NOVA,rede propria,CENTRO PSIQUIATRICO DE PRONTO ATENDIMENTO VAL,rede credenciada,pronto atendimento,2
PRONTO ATENDIMENTO CIDADE NOVA,rede propria,BABY PED PRONTO ATENDIMENTO INFANTIL LTDA,rede credenciada,pronto atendimento,2
HOSPITAL RENASCENCA CAMPINAS,rede propria,CAMPINAS DAY HOSPITAL SOCIEDADE SIMPLES LIMIT,rede credenciada,hospital campinas,2
HOSPITAL DA FUNDACAO CASA DE CARIDADE DE SAO,rede credenciada,CASA DE SAUDE E MATERNIDADE,rede propria,casa de,2
HOSPITAL DA FUNDACAO CASA DE CARIDADE DE SAO,rede credenciada,HOSPITAL SAO BERNARDO,rede propria,hospital sao,2
HOSPITAL DA FUNDACAO CASA DE CARIDADE DE SAO,rede credenciada,CC TABOAO DA SERRA SAO FRAN,rede propria,da sao,2
HOSPITAL DA FUNDACAO CASA DE CARIDADE DE SAO,rede credenciada,NUCLEO DE TERAPIA SÃO CAETANO,rede propria,de sao,2
HOSPITAL DA FUNDACAO CASA DE CARIDADE DE SAO,rede credenciada,NUCLEO DE TERAPIA SÃO VICENTE,rede propria,de sao,2
HOSPITAL DA FUNDACAO CASA DE CARIDADE DE SAO,rede credenciada,HOSPITAL SAO FRANCISCO,rede propria,hospital sao,2
HOSPITAL DA FUNDACAO CASA DE CARIDADE DE SAO,rede credenciada,HOSPITAL GUARAS - SAO LUIS,rede propria,hospital sao,2
HOSPITAL DA FUNDACAO CASA DE CARIDADE DE SAO,rede credenciada,HOSPITAL SAO LUCAS - HSL,rede propria,hospital sao,2
HOSPITAL DA FUNDACAO CASA DE CARIDADE DE SAO,rede credenciada,HOSPITAL BOSQUE DA SAUDE,rede propria,hospital da,2
HOSPITAL DA FUNDACAO CASA DE CARIDADE DE SAO,rede credenciada,HOSPITAL DA MULHER JACAREPAGUA,rede propria,hospital da,2
HOSPITAL DA FUNDACAO CASA DE CARIDADE DE SAO,rede credenciada,NUC. DE TERAPIA TABOA DA SERRA,rede propria,da de,2
HOSPITAL DA FUNDACAO CASA DE CARIDADE DE SAO,rede credenciada,HOSPITAL TEREZA DE LISIEUX,rede propria,hospital de,2
HOSPITAL DA FUNDACAO CASA DE CARIDADE DE SAO,rede credenciada,HS COR HOSPITAL DO CORACAO DE DUQUE DE CAXIAS,rede propria,hospital de,2
HOSPITAL DA FUNDACAO CASA DE CARIDADE DE SAO,rede credenciada,HOSPITAL E MATERNIDADE DE GUAR,rede propria,hospital de,2
HOSPITAL DA FUNDACAO CASA DE CARIDADE DE SAO,rede credenciada,HOSPITAL LAURO DE FREITAS,rede propria,hospital de,2
HOSPITAL DA FUNDACAO CASA DE CARIDADE DE SAO,rede credenciada,HOSPITAL DO CORACAO DE LONDRIN,rede propria,hospital de,2
HOSPITAL DA FUNDACAO CASA DE CARIDADE DE SAO,rede credenciada,HOSPITAL TERESA DE LISIEUX - SALVADOR,rede propria,hospital de,2
HOSPITAL DA FUNDACAO CASA DE CARIDADE DE SAO,rede credenciada,HOSPITAL GERAL DE JOINVILLE,rede propria,hospital de,2
HOSPITAL DA FUNDACAO CASA DE CARIDADE DE SAO,rede credenciada,HOSPITAL DE CATAGUASES,rede propria,hospital de,2
AMB AERIS IND E COM DE EQUI GE,rede propria,GACC GRUPO DE ASSISTENCIA A CRIANCA COM CANCE,rede credenciada,com de,2
AMB AERIS IND E COM DE EQUI GE,rede propria,TSP CORTES COM RCIO SERVI OS E,rede credenciada,e com,2
AMB AERIS IND E COM DE EQUI GE,rede propria,CASA DE SAUDE E MATERNIDADE SANTA MARTHA,rede credenciada,e de,2
AMB AERIS IND E COM DE EQUI GE,rede propria,INSTITUTO DE IMUNOLOGIA E ONCOLOGIA SS LTDA,rede credenciada,e de,2
AMB AERIS IND E COM DE EQUI GE,rede propria,CAMPOS SALES CENTRO DE ORTO E SAUDE BUCAL,rede credenciada,e de,2
AMB AERIS IND E COM DE EQUI GE,rede propria,INSTITUTO UMR UNIDADE DE MEDICINA E REABILITA,rede credenciada,e de,2
AMB AERIS IND E COM DE EQUI GE,rede propria,SEMPRE CENTRO DE FISIOTERAPIA E ASSISTENCIA M,rede credenciada,e de,2
AMB AERIS IND E COM DE EQUI GE,rede propria,CLIFI CLINICA MEDICA E FISIOTERAPICA DE JEQUI,rede credenciada,e de,2
AMB AERIS IND E COM DE EQUI GE,rede propria,CLINICA HUMANIZAR DE FISIOTERAPIA E FONOTERAP,rede credenciada,e de,2
AMB AERIS IND E COM DE EQUI GE,rede propria,ACQUAFIT CENTRO DE FISIOTERAPIA E TERAPIAS AQ,rede credenciada,e de,2
AMB AERIS IND E COM DE EQUI GE,rede propria,LIDI LABORATORIO DE INVESTIGACOES E DIAGNOSTI,rede credenciada,e de,2
AMB AERIS IND E COM DE EQUI GE,rede propria,CLINICA DE FISIOTERAPIA E ESTETICA CORPORAL R,rede credenciada,e de,2
AMB AERIS IND E COM DE EQUI GE,rede propria,POLI ODONTO CLIN DE PREVEN E REABIL ORAL,rede credenciada,e de,2
AMB AERIS IND E COM DE EQUI GE,rede propria,JUALABOR LABORATORIO DE ANALISES E PATOLOGIA,rede credenciada,e de,2
AMB AERIS IND E COM DE EQUI GE,rede propria,HEMOCELL LABORATORIO DE CITOLOGIA E ANALISES,rede credenciada,e de,2
AMB AERIS IND E COM DE EQUI GE,rede propria,AMIGO ASSIST MEDICA INT. DE GINECOLOGIA E OBS,rede credenciada,e de,2
AMB AERIS IND E COM DE EQUI GE,rede propria,LABORATORIO DE ANALISES CLINICAS E CITOPATOLO,rede credenciada,e de,2
AMB AERIS IND E COM DE EQUI GE,rede propria,LABORATORIO DE ANALISES CLINICAS MARTINS E NE,rede credenciada,e de,2
AMB AERIS IND E COM DE EQUI GE,rede propria,INGOH INSTITUTO GOIANO DE ONCOLOGIA E HEMATOLOGIA,rede credenciada,e de,2
AMB AERIS IND E COM DE EQUI GE,rede propria,ASSOCIACAO DOS APOSENTADOS E PENSIONISTAS DE,rede credenciada,e de,2
AMB AERIS IND E COM DE EQUI GE,rede propria,NUCLEO DE REABILITACAO E FISIOTERAPIA LTDA,rede credenciada,e de,2
AMB AERIS IND E COM DE EQUI GE,rede propria,DAVITA BRASIL PARTICIPACOES E SERV DE N LTDA,rede credenciada,e de,2
AMB AERIS IND E COM DE EQUI GE,rede propria,NUCLEO DE FISIOTERAPIA E SAUDE SANTA LUZIA LT,rede credenciada,e de,2
AMB AERIS IND E COM DE EQUI GE,rede propria,HEMOVIDA SERVICOS DE NEFROLOGIA E HEMODIALISE,rede credenciada,e de,2
AMB AERIS IND E COM DE EQUI GE,rede propria,NUCLEO DE FISIOTERAPIA E MEDICINA LTDA,rede credenciada,e de,2
AMB AERIS IND E COM DE EQUI GE,rede propria,INSTITUTO DE RADIOTERAPIA GERAL E MEGAVOLTAGE,rede credenciada,e de,2
AMB AERIS IND E COM DE EQUI GE,rede propria,CARDIOMED SERVICOS DE CARDIOLOGIA E REPRESENT,rede credenciada,e de,2
AMB AERIS IND E COM DE EQUI GE,rede propria,CLINICA DE ORTOPEDIA E FISIOT MOV ATIVO LTDA,rede credenciada,e de,2
AMB AERIS IND E COM DE EQUI GE,rede propria,DEPENTOR E DEPENTOR CLINICA DE PSICOLOGIA S S,rede credenciada,e de,2
AMB AERIS IND E COM DE EQUI GE,rede propria,NEFROCLINICAS SERVICO DE NEFROLOGIA E DIALISE,rede credenciada,e de,2
AMB AERIS IND E COM DE EQUI GE,rede propria,INSTITUTO PARANAENSE DE HEMOTERAPIA E HEMATOL,rede credenciada,e de,2
AMB AERIS IND E COM DE EQUI GE,rede propria,COFIT CENTRO DE ORTOPEDIA FISIOTERAPIA E TRAU,rede credenciada,e de,2
AMB AERIS IND E COM DE EQUI GE,rede propria,INSTITUICAO PAULISTA ADVENTISTA DE EDUCACAO E,rede credenciada,e de,2
AMB AERIS IND E COM DE EQUI GE,rede propria,CENTRO DE FISIOTERAPIA E ODONTOLOGIA BENEVENU,rede credenciada,e de,2
AMB AERIS IND E COM DE EQUI GE,rede propria,FISIOCENTER CLINICA DE FISIOTERAPIA E MEDICIN,rede credenciada,e de,2
AMB AERIS IND E COM DE EQUI GE,rede propria,CLINICA DE PSICOLOGIA INFANTIL E ADULTO RACKE,rede credenciada,e de,2
AMB AERIS IND E COM DE EQUI GE,rede propria,DAVITA BRASIL PARTICIPACOES E SERVICOS DE NEF,rede credenciada,e de,2
AMB AERIS IND E COM DE EQUI GE,rede propria,CLIFIR CLINICA DE FISIOTERAPIA E REEDUCACAO F,rede credenciada,e de,2
AMB AERIS IND E COM DE EQUI GE,rede propria,CLINICA DE FISIOTERAPIA E MEDICINA BOM PASTOR,rede credenciada,e de,2
AMB AERIS IND E COM DE EQUI GE,rede propria,CLISAM - CLINICA INTEGRADA DE SAUDE E ASSISTE,rede credenciada,e de,2
AMB AERIS IND E COM DE EQUI GE,rede propria,CLIHED CLINICA DE HOMEOPATIA E VIDEO ENDOSC D,rede credenciada,e de,2
AMB AERIS IND E COM DE EQUI GE,rede propria,ODONTO SCAN CENTRO DE RADIO E IMAGENS EM ODON,rede credenciada,e de,2
AMB AERIS IND E COM DE EQUI GE,rede propria,CENTRO DE PESQUISAS E ANALISES CLINICAS,rede credenciada,e de,2
AMB AERIS IND E COM DE EQUI GE,rede propria,HTO HOSPITAL DE TRAUMATOLOGIA E ORTOPEDIA LTD,rede credenciada,e de,2
AMB AERIS IND E COM DE EQUI GE,rede propria,CENTRO DE MEDICINA DE TRATAMENTO E REABILITAC,rede credenciada,e de,2
AMB AERIS IND E COM DE EQUI GE,rede propria,INSTITUTO DE SAUDE ORAL DUARTE E VIEIRA LTDA,rede credenciada,e de,2
AMB AERIS IND E COM DE EQUI GE,rede propria,CENTRO DE REAB ORAL ORTO E IMPLANT CROIM LTDA,rede credenciada,e de,2
AMB AERIS IND E COM DE EQUI GE,rede propria,SANTA CASA DE MISERICORDIA E MAT SANTANA DE I,rede credenciada,e de,2
AMB AERIS IND E COM DE EQUI GE,rede propria,CLINICA DE REABILITACAO E APOIO BEM ME QUER L,rede credenciada,e de,2
AMB AERIS IND E COM DE EQUI GE,rede propria,IOG INSTITUTO DE ONCO E RADIO DE GUARULHOS LT,rede credenciada,e de,2
AMB AERIS IND E COM DE EQUI GE,rede propria,FISIOCENTER CLINICA DE FISIOTERAPIA E ACUPUNT,rede credenciada,e de,2
AMB AERIS IND E COM DE EQUI GE,rede propria,CLINICA DE ESPECIALIDADES MEDICAS E FISIOTERA,rede credenciada,e de,2
AMB AERIS IND E COM DE EQUI GE,rede propria,CENTRO DE HEMATOL E HEMOTER MATO GROSSO,rede credenciada,e de,2
AMB AERIS IND E COM DE EQUI GE,rede propria,INST DE HEMODIALISE E TRANSPLANTE RENAL DE UB,rede credenciada,e de,2
